ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
1,2.19,1.2,1.81,0.81,870.0,39.2,44.0,0.1,1671583d915601147a28c184757c18fc693247b5,2019-07-16 06:07:56,2019-07-16 06:07:56
2,2.24,1.2,1.54,0.57,869.5,47.9,48.0,0.1,6f06dbf2562513187870ecf25c90554fbd049ff3,2019-07-16 06:07:56,2019-07-16 06:07:56
3,1.91,1.2,1.71,0.39,865.9,16.7,66.0,0.1,677ad26a7119adcf82dcf82f86212b4b5d8cd2f4,2019-07-16 06:07:56,2019-07-16 06:07:56
4,2.1,1.2,1.92,0.66,865.3,26.1,48.0,0.1,0aea280e34a479601eeeefe2020068cde6faaeef,2019-07-16 06:07:56,2019-07-16 06:07:56
5,1.92,1.2,1.7,0.95,876.9,28.6,59.0,0.1,187f785ae6b42d8886f0e9936fbc9695265bc6b7,2019-07-16 06:07:56,2019-07-16 06:07:56
6,2.08,1.2,1.89,0.59,873.9,44.2,57.0,0.1,9e6ae9cf299323895469b7b52416432a5439a9da,2019-07-16 06:07:56,2019-07-16 06:07:56
7,1.9,1.2,1.77,0.59,864.4,35.9,63.0,0.1,b1cc97cc3c6f776ec6f071809aa35e881ccfccfd,2019-07-16 06:07:56,2019-07-16 06:07:56
8,2.01,1.2,1.86,0.8,870.3,19.6,53.0,0.1,d561d215e75c527aeccb323289d0a80236a1aaca,2019-07-16 06:07:56,2019-07-16 06:07:56
9,2.05,1.2,1.86,0.59,865.9,25.8,59.0,0.1,88cb0a18ccda85fdd47b4c685a1dd663d9b2f81a,2019-07-16 06:07:56,2019-07-16 06:07:56
10,2.15,1.2,1.8,0.77,869.1,20.7,61.0,0.1,289af756dfc6e5e44cb72f115a242285c2d1dcea,2019-07-16 06:07:56,2019-07-16 06:07:56
11,2.37,1.2,1.76,0.34,871.7,50.1,54.0,0.1,a5a049597e764d2452e8ac3c3eb04b5a29a14c79,2019-07-16 06:07:56,2019-07-16 06:07:56
12,2.3,1.2,1.67,0.71,867.3,21.1,38.0,0.1,34b2cc02016f9ad84601136af62cbc6ab13dcdd3,2019-07-16 06:07:56,2019-07-16 06:07:56
13,2.07,1.2,1.94,0.29,865.9,31.7,63.0,0.1,e44703f950996676c577aad53fc8c243ba07b642,2019-07-16 06:07:56,2019-07-16 06:07:56
14,2.13,1.2,1.66,0.91,869.7,22.6,73.0,0.1,8664be0d4d36f7dd4f451d8b2d2a4ba28d2c5d43,2019-07-16 06:07:56,2019-07-16 06:07:56
15,2.01,1.2,1.82,0.9,874.5,50.4,56.0,0.1,0c8a24bbb8e690f66909a774cbb2894c918349ec,2019-07-16 06:07:56,2019-07-16 06:07:56
16,2.28,1.2,1.86,0.38,873.8,21.2,48.0,0.1,dc40c807afa99e9c5dcbfedf61bf5186d5ec486e,2019-07-16 06:07:56,2019-07-16 06:07:56
17,2.32,1.2,1.38,0.57,865.7,35.8,47.0,0.1,4fee2d2b868520ea88a8a515bcc8576b260103e3,2019-07-16 06:07:56,2019-07-16 06:07:56
18,2.12,1.2,1.94,0.67,869.8,33.9,37.0,0.1,b4ada0041977e511be87a93d7658eb8e8ac2b784,2019-07-16 06:07:56,2019-07-16 06:07:56
19,1.91,1.2,1.68,0.63,871.2,19.7,40.0,0.1,7c3b3ae668c74b2d8e146664276b31ef6d57d961,2019-07-16 06:07:56,2019-07-16 06:07:56
20,2.11,1.2,1.5,0.72,873.5,30.7,55.0,0.1,67a14e5c8d8f82dd46b50c0c5ded5ef436559749,2019-07-16 06:07:56,2019-07-16 06:07:56
21,2.25,1.2,1.78,0.96,869.0,30.6,51.0,0.1,4095d4633a5fada364466e6ac55d0301d62ac6a1,2019-07-16 06:07:56,2019-07-16 06:07:56
22,2.05,1.2,1.56,0.85,873.0,31.2,59.0,0.1,6f1279ae86a819c1e155af7e2913485ea8c0a370,2019-07-16 06:07:56,2019-07-16 06:07:56
23,2.15,1.2,1.36,0.97,866.6,29.9,54.0,0.1,40c0ea09d603a49300a0553bbf60ec3814480342,2019-07-16 06:07:56,2019-07-16 06:07:56
24,2.27,1.2,1.5,0.68,875.2,23.2,57.0,0.1,36001cfbcf1a9a627abcc4077d0be50d67605dfc,2019-07-16 06:07:56,2019-07-16 06:07:56
25,2.27,1.2,1.79,0.58,867.5,21.0,45.0,0.1,09166ec0f759ef182a523a0918f2b32f3099d1dd,2019-07-16 06:07:56,2019-07-16 06:07:56
26,2.06,1.2,1.84,0.59,871.6,35.8,46.0,0.1,a1ad55c68410d9a04c607a133efc74226fc8e506,2019-07-16 06:07:56,2019-07-16 06:07:56
27,2.55,1.2,1.49,0.86,871.8,17.9,62.0,0.1,02d64cf501a196ba6fd43eceea0f1d6f2fa2e26b,2019-07-16 06:07:56,2019-07-16 06:07:56
28,2.1,1.2,1.64,0.62,871.7,20.8,52.0,0.1,6635b9edbdef2e0038c12f02d1e6b25adc4ed2e9,2019-07-16 06:07:56,2019-07-16 06:07:56
29,1.96,1.2,1.67,0.61,874.2,20.8,55.0,0.1,4eddbee72e34afb3524cfd6365020af210a182a3,2019-07-16 06:07:56,2019-07-16 06:07:56
30,2.36,1.2,1.55,0.64,866.5,30.3,60.0,0.1,881db587296ee6ff56823c9d1112631a90c392e7,2019-07-16 06:07:56,2019-07-16 06:07:56
31,2.15,1.2,1.98,0.85,876.7,26.9,46.0,0.1,922fd8b9bd870e0adbc159580c1b4377811d4a9f,2019-07-16 06:07:56,2019-07-16 06:07:56
32,2.76,1.2,1.7,0.86,878.7,42.6,23.0,0.1,038c3c2bb5f0d406a2bf283813bb99d31f271494,2019-07-16 06:07:56,2019-07-16 06:07:56
33,2.19,1.2,1.79,0.9,871.8,35.5,56.0,0.1,e8066ef07be3f7d3544113779f1c1eeeff91360c,2019-07-16 06:07:56,2019-07-16 06:07:56
34,2.3,1.2,1.46,0.74,869.1,36.3,56.0,0.1,8e6bcb1f75cf04c5cd288908c2ebbb4f3d1b79dd,2019-07-16 06:07:56,2019-07-16 06:07:56
35,1.83,1.2,1.57,0.82,868.6,19.8,55.0,0.1,69c052a7a104ff3dfb309c19f49201208d1523a5,2019-07-16 06:07:56,2019-07-16 06:07:56
36,2.38,1.2,1.66,0.42,874.9,21.1,55.0,0.1,31401e49b72cb1d92d6eba7c5d114256e8a73892,2019-07-16 06:07:56,2019-07-16 06:07:56
37,2.04,1.2,1.69,0.66,869.1,29.1,51.0,0.1,96d2c7b55ec26b8c70929fb1cc78d176283233bb,2019-07-16 06:07:56,2019-07-16 06:07:56
38,2.5,1.2,1.82,0.39,877.3,25.2,51.0,0.1,9f698fb8c5f7799474c11fbe596d853280eaa84e,2019-07-16 06:07:56,2019-07-16 06:07:56
39,1.93,1.2,1.73,0.72,864.3,22.2,58.0,0.1,cf81b05be73b9e51f13d7b1b1ff3254e61acd7b1,2019-07-16 06:07:56,2019-07-16 06:07:56
40,2.49,1.2,1.65,0.69,871.3,30.0,63.0,0.1,aa069b8c91647cb6df1986c675fe5cbcba89ae8c,2019-07-16 06:07:56,2019-07-16 06:07:56
41,2.1,1.2,1.57,0.64,876.2,20.3,63.0,0.1,0597fa2bc154c6c131c54ae1401bf62a01edce60,2019-07-16 06:07:56,2019-07-16 06:07:56
42,2.26,1.2,1.56,0.63,868.3,28.3,38.0,0.1,79928fbaf5a20d6423923996e898a82c166c81e6,2019-07-16 06:07:56,2019-07-16 06:07:56
43,2.36,1.2,1.83,0.7,868.0,21.3,59.0,0.1,7acd75478b7f32a402f94ee92699976ac6ef944a,2019-07-16 06:07:56,2019-07-16 06:07:56
44,2.42,1.2,1.51,0.36,872.1,36.8,51.0,0.1,418a876da9aa0e3cc95cd22f3e1fd2a655f297cb,2019-07-16 06:07:56,2019-07-16 06:07:56
45,1.88,1.2,1.6,0.61,872.6,21.2,39.0,0.1,0ff2ab0082beb02d82a425c354f865cd7e5818bd,2019-07-16 06:07:56,2019-07-16 06:07:56
46,1.81,1.2,1.63,0.89,867.6,33.5,48.0,0.1,3122280b150ec1c5a17d391082737291d1545a3f,2019-07-16 06:07:56,2019-07-16 06:07:56
47,2.3,1.2,1.74,0.56,873.5,19.8,39.0,0.1,d8fde5bc1ca9dbe0ca7e0da5e85d197598917636,2019-07-16 06:07:56,2019-07-16 06:07:56
48,2.0,1.2,1.53,0.12,875.5,34.3,52.0,0.1,610ac76f1bd536cbaaf907f611b7eda52a2f8c61,2019-07-16 06:07:56,2019-07-16 06:07:56
49,1.91,1.2,1.47,0.93,870.9,27.2,44.0,0.1,a60977ea47662c761cd00ec87265bc10c5fc2fef,2019-07-16 06:07:56,2019-07-16 06:07:56
50,1.98,1.2,1.73,0.33,870.3,24.5,52.0,0.1,97d7a4e179936ffe40eb47aeb2cb0734e00b9ff4,2019-07-16 06:07:56,2019-07-16 06:07:56
51,2.45,1.2,1.72,0.58,867.0,26.8,44.0,0.1,4dae0457f6d1c5e1f97b0ea83263bfaedc1339fd,2019-07-16 06:07:56,2019-07-16 06:07:56
52,2.18,1.2,1.66,0.56,868.8,23.2,57.0,0.1,d902014118814b1f7228267744a689e37518e07b,2019-07-16 06:07:56,2019-07-16 06:07:56
53,2.12,1.2,1.53,0.61,872.3,17.0,45.0,0.1,b2fab9cbcb77e1e67818be5c95d7f08c7a2fa833,2019-07-16 06:07:56,2019-07-16 06:07:56
54,2.28,1.2,1.56,0.67,872.2,19.6,54.0,0.1,9e7de203af7098a27eb6a6373ee3a3450661955b,2019-07-16 06:07:56,2019-07-16 06:07:56
55,1.85,1.2,1.82,0.53,871.4,20.9,47.0,0.1,5c06b6f36c6d9bf1d20d2bd0c4d2913c656739f5,2019-07-16 06:07:56,2019-07-16 06:07:56
56,2.54,1.2,1.95,0.7,867.7,18.3,65.0,0.1,173da43730069b69cc242a6301cb767f1fdb087f,2019-07-16 06:10:04,2019-07-16 06:10:04
57,1.86,1.2,1.97,0.59,870.0,23.6,51.0,0.1,a0a293ebd1538e80ed87ad18ac2449490e94f59d,2019-07-16 06:10:04,2019-07-16 06:10:04
58,1.87,1.2,1.3,0.62,879.6,29.8,57.0,0.1,0ea7cabee0b7551b552c7c05261be8795fa57098,2019-07-16 06:10:04,2019-07-16 06:10:04
59,2.46,1.2,1.83,0.72,873.6,25.2,53.0,0.1,3b521e22769b749660bc71b15c02d5fe0b3e0670,2019-07-16 06:10:04,2019-07-16 06:10:04
60,1.85,1.2,1.56,0.52,874.9,23.1,47.0,0.1,e21284528d9fe36417f71080a279b8f2717f0147,2019-07-16 06:10:04,2019-07-16 06:10:04
61,2.34,1.2,1.81,0.57,869.7,17.4,31.0,0.1,5f45a95f9522c94d2192dbcb05a5982fd858b21c,2019-07-16 06:10:04,2019-07-16 06:10:04
62,2.15,1.2,1.82,0.86,857.2,40.0,52.0,0.1,5164187c1a96498f20565dfcf12618906d42bc28,2019-07-16 06:10:04,2019-07-16 06:10:04
63,1.83,1.2,1.73,0.66,860.8,28.7,55.0,0.1,9c9c6e7971ead73e4c6445f52f41dffcab172413,2019-07-16 06:10:04,2019-07-16 06:10:04
64,2.13,1.2,1.54,0.97,874.7,25.8,62.0,0.1,84b2c216ae3b2f6e87760c514fbf1ae7c024c8d6,2019-07-16 06:10:04,2019-07-16 06:10:04
65,1.88,1.2,1.64,0.78,870.3,27.9,46.0,0.1,f685d3555a4b1001e89e6b5ac1088a1d85eb4f9b,2019-07-16 06:10:04,2019-07-16 06:10:04
66,2.11,1.2,1.73,0.75,864.2,25.7,62.0,0.1,8ce327c9662e7e5431ac4fa263be636b62de4968,2019-07-16 06:10:04,2019-07-16 06:10:04
67,2.12,1.2,1.68,0.31,875.0,26.8,38.0,0.1,d26b9a9d1f5ee2b45f1d68c83eda5836649ee2e2,2019-07-16 06:10:04,2019-07-16 06:10:04
68,1.87,1.2,1.7,0.52,863.9,33.2,44.0,0.1,59585f72fa9aaeb9f0ae719cd6dcc70b4424ab78,2019-07-16 06:10:04,2019-07-16 06:10:04
69,2.14,1.2,1.57,0.91,871.0,33.8,39.0,0.1,c54c615d558bec5cccacfa8db2d848d35a487259,2019-07-16 06:10:04,2019-07-16 06:10:04
70,2.2,1.2,1.39,0.86,879.3,22.8,36.0,0.1,2ee0add750597d81c17161abc3db895349d6b0e0,2019-07-16 06:10:04,2019-07-16 06:10:04
71,2.01,1.2,1.68,0.84,864.9,51.1,46.0,0.1,e5ea557702efd97144d56a8172d22499292f7142,2019-07-16 06:10:04,2019-07-16 06:10:04
72,2.74,1.2,1.81,0.45,874.0,17.7,49.0,0.1,4927fa8d4606bc44bf46d09e66e07c781614309b,2019-07-16 06:10:04,2019-07-16 06:10:04
73,2.09,1.2,1.45,0.79,876.2,27.2,47.0,0.1,52ab776c2f3feb20ab024462dbced437873cad64,2019-07-16 06:10:04,2019-07-16 06:10:04
74,1.95,1.2,1.49,0.61,871.7,24.1,65.0,0.1,40b09a8ebbe17fe840f32a9245154978c077e206,2019-07-16 06:10:04,2019-07-16 06:10:04
75,2.15,1.2,1.67,0.68,870.6,28.1,44.0,0.1,aa924892cf293aab51e626722fab4adb33796b69,2019-07-16 06:10:04,2019-07-16 06:10:04
76,2.1,1.2,1.97,0.77,859.0,24.7,63.0,0.1,d994948ee4d60789cc338a4ca6be896c42a34c42,2019-07-16 06:10:04,2019-07-16 06:10:04
77,1.85,1.2,1.87,0.59,867.8,26.5,59.0,0.1,ee2bb3cee96131c1637eaf459c73a0c5bcfed6d5,2019-07-16 06:10:04,2019-07-16 06:10:04
78,1.84,1.2,1.63,0.83,874.0,31.7,38.0,0.1,e51cc5bfd2e68cb6cec1c3cd9f1ad6bf65b54259,2019-07-16 06:10:04,2019-07-16 06:10:04
79,2.02,1.2,1.59,0.95,867.1,17.7,47.0,0.1,24ac06db86a5b4666222c55794f7073959c154cf,2019-07-16 06:10:04,2019-07-16 06:10:04
80,2.03,1.2,1.82,0.94,877.9,43.7,55.0,0.1,3122044812f6dbaf244c4001721dd0301ba71571,2019-07-16 06:10:04,2019-07-16 06:10:04
81,2.05,1.2,1.55,0.69,873.7,19.2,34.0,0.1,c7b48a30f7b18c999c3c60c1e96d4ea1c246208a,2019-07-16 06:10:04,2019-07-16 06:10:04
82,2.66,1.2,1.77,0.85,866.2,31.5,63.0,0.1,466f2ca8c6fa5ee072b161fb14eb1f6e7650451b,2019-07-16 06:10:04,2019-07-16 06:10:04
83,1.89,1.2,1.71,0.54,881.9,40.2,54.0,0.1,459539bf499d743fb5a854d2f3b50f39dd14f1fa,2019-07-16 06:10:04,2019-07-16 06:10:04
84,2.25,1.2,1.75,0.67,867.2,25.9,42.0,0.1,89c1d863f28f19641651917db7c9725dfd59f932,2019-07-16 06:10:04,2019-07-16 06:10:04
85,2.36,1.2,1.52,0.79,866.8,20.7,58.0,0.1,52b00089e90c9add80e7cf45a1bb5f04bd26f55d,2019-07-16 06:10:04,2019-07-16 06:10:04
86,2.14,1.2,1.79,0.9,859.4,25.8,63.0,0.1,6f317e780ad51320149502562dac900486fa8467,2019-07-16 06:10:04,2019-07-16 06:10:04
87,2.16,1.2,1.36,0.72,861.3,41.7,42.0,0.1,51952e0a6bf05727e48f2b6e8cc12c945f80aaf6,2019-07-16 06:10:04,2019-07-16 06:10:04
88,1.87,1.2,1.76,0.77,871.9,18.1,53.0,0.1,3fc53b7d9f89c562b16bd6cb4e36f2425ca308c7,2019-07-16 06:10:04,2019-07-16 06:10:04
89,2.12,1.2,1.91,0.48,866.9,21.1,40.0,0.1,87a4d455b3c0533a7848d9f314ef37fbb9ca173e,2019-07-16 06:10:04,2019-07-16 06:10:04
90,1.91,1.2,1.41,0.94,872.3,17.0,36.0,0.1,788980e9f561cae0e628147f5cbe21b5cb231979,2019-07-16 06:10:04,2019-07-16 06:10:04
91,2.23,1.2,1.57,0.32,871.4,18.5,51.0,0.1,2ef58cbf9b5f799d50a27f0cfda48c5de93eada2,2019-07-16 06:10:04,2019-07-16 06:10:04
92,2.4,1.2,1.65,0.57,876.0,23.7,51.0,0.1,139cc740cfc112215c7f83c98bd7ef4c8e9b6419,2019-07-16 06:10:04,2019-07-16 06:10:04
93,2.09,1.2,1.81,0.6,872.1,40.6,43.0,0.1,237382a0f0308de304f0d5fe86002d5664632df2,2019-07-16 06:10:04,2019-07-16 06:10:04
94,1.9,1.2,1.92,0.79,874.2,28.5,45.0,0.1,68b60d2d5e5b93a3a2f332ff90cecf00a512c0f1,2019-07-16 06:10:04,2019-07-16 06:10:04
95,2.04,1.2,1.8,0.6,871.8,23.0,42.0,0.1,8f9c94bca9747dc83c030cf34e7b5d60e33ae1ed,2019-07-16 06:10:04,2019-07-16 06:10:04
96,2.06,1.2,1.93,0.96,866.0,40.4,39.0,0.1,d7d1e8ba29c162f9271c41c35540a80ae048c2a2,2019-07-16 06:10:04,2019-07-16 06:10:04
97,2.36,1.2,1.56,0.47,870.7,28.4,40.0,0.1,322011ca4a941cfd82860b1282659b898025ebe3,2019-07-16 06:10:04,2019-07-16 06:10:04
98,1.9,1.2,1.82,0.89,874.2,18.7,44.0,0.1,b4e3643b921efc07b779c03328786f75b8596d02,2019-07-16 06:10:04,2019-07-16 06:10:04
99,2.25,1.2,1.64,0.47,861.1,27.4,55.0,0.1,a31ead5eff96e8f9d095461fae77d71be3fd6776,2019-07-16 06:10:04,2019-07-16 06:10:04
100,1.99,1.2,1.77,0.59,865.0,23.3,32.0,0.1,ea8ad70c60b21d30674c8ba0436a3fa4cfb33cc5,2019-07-16 06:10:04,2019-07-16 06:10:04
101,2.01,1.2,1.74,0.62,863.0,19.7,57.0,0.1,4729c644d7b3a430438313faa963672f7da7e750,2019-07-16 06:10:04,2019-07-16 06:10:04
102,2.47,1.2,1.38,0.64,869.7,32.4,54.0,0.1,dce5a61863e91f2d167c42c3d6f7057655bf375a,2019-07-16 06:10:04,2019-07-16 06:10:04
103,2.52,1.2,1.54,0.8,875.8,21.4,30.0,0.1,ffba20ac89158a8d1d3705239305d3e216c2a830,2019-07-16 06:10:04,2019-07-16 06:10:04
104,2.23,1.2,1.79,0.38,871.5,21.7,50.0,0.1,261d4b1945171918a8eee03f6a858d5bccd0a3d0,2019-07-16 06:10:04,2019-07-16 06:10:04
105,2.0,1.2,1.09,0.47,874.5,25.7,43.0,0.1,439cc7cbd63895fa5abf885aa4baa0be64e5cc24,2019-07-16 06:10:04,2019-07-16 06:10:04
106,2.03,1.2,1.69,0.69,874.8,25.7,46.0,0.1,f262b0f5546fcb35eb3bcf7905aec5535f680c50,2019-07-16 06:10:04,2019-07-16 06:10:04
107,2.12,1.2,1.66,0.51,870.0,33.1,58.0,0.1,ebdd085d1e501650cd42771d66a509bb3722f032,2019-07-16 06:10:04,2019-07-16 06:10:04
108,1.97,1.2,1.77,0.71,863.4,27.9,44.0,0.1,478a45e882d92cfdb43d3a8277e6b5abcfcdbd77,2019-07-16 06:10:04,2019-07-16 06:10:04
109,1.91,1.2,1.46,0.85,872.1,29.6,49.0,0.1,7d37838f2e7570bfed5cdd5ec8836cb82f4b288f,2019-07-16 06:10:04,2019-07-16 06:10:04
110,2.36,1.2,1.5,0.46,863.1,35.0,53.0,0.1,adc26fd3d8b2799f59d995d989ffc23f563c35bb,2019-07-16 06:10:04,2019-07-16 06:10:04
111,1.96,1.2,1.59,0.45,877.6,37.3,54.0,0.1,d2497ef111acdae1d253f731069bf245d7a98783,2019-07-16 06:10:04,2019-07-16 06:10:04
112,2.26,1.2,1.72,0.83,868.1,20.9,39.0,0.1,c340318aa613221d1c9c171c54c15315be8c6c15,2019-07-16 06:10:04,2019-07-16 06:10:04
113,2.26,1.2,1.57,0.7,865.6,39.4,30.0,0.1,c1c36d0f82c593a22168191b66efd5fc61805c86,2019-07-16 06:10:04,2019-07-16 06:10:04
114,1.87,1.2,1.57,0.77,867.0,34.3,50.0,0.1,5025cf89765554457006dc77e3aeaeff6ce6efdc,2019-07-16 06:10:04,2019-07-16 06:10:04
115,1.98,1.2,1.83,0.8,860.6,23.0,48.0,0.1,403063960863b2aa044d27a9b07c5eb14fbe428f,2019-07-16 06:10:04,2019-07-16 06:10:04
116,2.24,1.2,1.71,0.56,870.4,31.4,54.0,0.1,97717dbe852b0485de136c779bc7ec35f7b38a17,2019-07-16 06:10:04,2019-07-16 06:10:04
117,2.1,1.2,1.73,0.78,869.0,38.2,47.0,0.1,6e623993b20581e0bbab26a32ae0ab844044c4c5,2019-07-16 06:10:04,2019-07-16 06:10:04
118,2.43,1.2,1.68,0.82,864.4,38.7,59.0,0.1,32f792929d13dc390a755400f65e51a034818dab,2019-07-16 06:10:04,2019-07-16 06:10:04
119,2.25,1.2,1.97,0.41,872.2,40.1,54.0,0.1,05e51babd38010832b1c4c16a40972b91f506d49,2019-07-16 06:10:04,2019-07-16 06:10:04
120,2.12,1.2,1.71,0.45,870.6,29.4,62.0,0.1,f6b3332eb59b91c58be4793d04b664a481fd0271,2019-07-16 06:10:04,2019-07-16 06:10:04
121,2.08,1.2,1.66,0.76,873.5,26.9,48.0,0.1,23bc5be32dca444a2ceb788cdf237664e5fda5f4,2019-07-16 06:10:04,2019-07-16 06:10:04
122,1.99,1.2,1.8,0.76,875.9,46.8,78.0,0.1,695399d51a975ab3e62820ba24c58d9a9ab81983,2019-07-16 06:10:04,2019-07-16 06:10:04
123,2.23,1.2,1.7,0.84,875.3,21.3,43.0,0.1,9679f667887d1f99b78dd4fea56b2648b259b6ed,2019-07-16 06:10:04,2019-07-16 06:10:04
124,1.9,1.2,1.73,0.43,861.4,16.7,47.0,0.1,45046a1d8fb71115fa3d73a0fdaffb9df32da460,2019-07-16 06:10:04,2019-07-16 06:10:04
125,1.92,1.2,1.58,0.95,879.1,32.5,56.0,0.1,b16b002e1573f0f5b8dc8ab1db30500e39dd4406,2019-07-16 06:10:04,2019-07-16 06:10:04
126,2.08,1.2,1.47,0.65,865.4,37.3,72.0,0.1,51e66ece72ee3d0812865a13b6cae504c5ec18ce,2019-07-16 06:10:04,2019-07-16 06:10:04
127,1.89,1.2,1.54,0.69,874.3,31.4,40.0,0.1,7c7edec7a2b1097439af54d6015869f36f5d66cb,2019-07-16 06:10:04,2019-07-16 06:10:04
128,2.01,1.2,1.43,0.59,863.5,28.5,42.0,0.1,6fe0361d0df060598c4eeddae42e5b0cd8c8104e,2019-07-16 06:10:04,2019-07-16 06:10:04
